ticker,group,event,horizon,car,beta
MUV2.DE,cat-exposed,Sandy_2012,1 week,0.024471871540512318,1.0792509135941069
MUV2.DE,cat-exposed,Harvey_2017,1 week,-0.03514734670495238,0.6089574054485307
MUV2.DE,cat-exposed,Irma_2017,1 week,0.02165979181924045,0.6055786192482925
MUV2.DE,cat-exposed,Maria_2017,1 week,0.006996725910136614,0.6065766288951917
MUV2.DE,cat-exposed,Michael_2018,1 week,-0.03233816287022893,0.27739928917758033
MUV2.DE,cat-exposed,Laura_2020,1 week,-0.004072912185600882,0.8021803412240553
MUV2.DE,cat-exposed,Ida_2021,1 week,-0.04213516739601894,0.5561868275574192
MUV2.DE,cat-exposed,Ian_2022,1 week,0.046671116180516864,0.4092922629189393
MUV2.DE,cat-exposed,Helene_2024,1 week,-0.03389486465207579,0.15880060898836548
MUV2.DE,cat-exposed,Milton_2024,1 week,0.06905357338879042,0.18650487806224805
MUV2.DE,cat-exposed,Katrina_2005,2 weeks,-0.01352694278688353,0.47891452647548816
MUV2.DE,cat-exposed,Rita_2005,2 weeks,0.052435072486970304,0.4791044253066694
MUV2.DE,cat-exposed,Wilma_2005,2 weeks,0.03756680158985464,0.4763721586154923
MUV2.DE,cat-exposed,Ike_2008,2 weeks,0.08515698606177047,0.42749407919606075
MUV2.DE,cat-exposed,Sandy_2012,2 weeks,0.06400977109152002,1.0792509135941069
MUV2.DE,cat-exposed,Harvey_2017,2 weeks,-0.0489624612048649,0.6089574054485307
MUV2.DE,cat-exposed,Irma_2017,2 weeks,0.0330722591958082,0.6055786192482925
MUV2.DE,cat-exposed,Maria_2017,2 weeks,0.022644705234486362,0.6065766288951917
MUV2.DE,cat-exposed,Michael_2018,2 weeks,-0.028041981723891163,0.27739928917758033
MUV2.DE,cat-exposed,Laura_2020,2 weeks,0.03099729104975252,0.8021803412240553
MUV2.DE,cat-exposed,Ida_2021,2 weeks,-0.018057374409049115,0.5561868275574192
MUV2.DE,cat-exposed,Ian_2022,2 weeks,0.006074830786445221,0.4092922629189393
MUV2.DE,cat-exposed,Helene_2024,2 weeks,-0.036717717058828384,0.15880060898836548
MUV2.DE,cat-exposed,Milton_2024,2 weeks,-0.00547477474006311,0.18650487806224805
MUV2.DE,cat-exposed,Katrina_2005,1 month,0.0020908737874913933,0.47891452647548816
MUV2.DE,cat-exposed,Rita_2005,1 month,0.07978113956485819,0.4791044253066694
MUV2.DE,cat-exposed,Wilma_2005,1 month,0.08295839554592033,0.4763721586154923
MUV2.DE,cat-exposed,Ike_2008,1 month,0.03479831151449871,0.42749407919606075
MUV2.DE,cat-exposed,Sandy_2012,1 month,0.03911903858107032,1.0792509135941069
MUV2.DE,cat-exposed,Harvey_2017,1 month,-0.017438189443037606,0.6089574054485307
MUV2.DE,cat-exposed,Irma_2017,1 month,0.049760145259442085,0.6055786192482925
MUV2.DE,cat-exposed,Maria_2017,1 month,0.033119102061897075,0.6065766288951917
MUV2.DE,cat-exposed,Michael_2018,1 month,-0.009775021182091316,0.27739928917758033
MUV2.DE,cat-exposed,Laura_2020,1 month,-0.09856437342561035,0.8021803412240553
MUV2.DE,cat-exposed,Ida_2021,1 month,-0.030586811485736838,0.5561868275574192
MUV2.DE,cat-exposed,Ian_2022,1 month,0.0813865116081704,0.4092922629189393
MUV2.DE,cat-exposed,Helene_2024,1 month,-0.05683703291921932,0.15880060898836548
MUV2.DE,cat-exposed,Milton_2024,1 month,-0.03363405463216144,0.18650487806224805
